state,year,dr_customers,dr_energy_savings_mwh,dr_potential_peak_mw,dr_actual_peak_mw,dr_customer_incentives_kusd,dr_other_costs_kusd,summer_peak_mw,winter_peak_mw,sales_to_ultimate_customers_mwh,sales_total_revenue_kusd,sales_total_mwh,sales_total_customers,summer_peak_per_mwh,winter_peak_per_mwh,dr_actual_peak_share_of_summer_peak,dr_potential_peak_share_of_summer_peak,log_sales_total_mwh,log_summer_peak_mw,log_dr_actual_peak_mw
AK,2015,2431.0,0.0,27.0,22.0,66.0,20.0,,,,1083422.0,6159204.0,334223.0,,,,,15.633458106380758,,3.091042453358316
AK,2016,2403.0,0.0,27.0,22.0,66.0,31.0,,,,1097719.2,6123202.0,337407.0,,,,,15.627595720280121,,3.091042453358316
AK,2017,2414.0,0.0,27.0,22.0,66.0,28.0,,,,1181288.7,6185799.0,340543.0,,,,,15.637766738973744,,3.091042453358316
AK,2018,2400.0,0.0,27.0,22.0,66.0,28.0,,,,1156012.0,5972467.0,342870.0,,,,,15.602670632842434,,3.091042453358316
AK,2019,2386.0,0.0,18.0,13.0,65.256,39.199,,,,1176356.4,5818805.0,345496.0,,,,,15.576605472164776,,2.5649493574615367
AK,2020,2306.0,0.0,18.0,0.0,64.804,65.058,,,,1172834.8,5917577.0,378330.0,,,,,15.593437632537412,,
AK,2021,2293.0,0.0,18.0,0.0,64.412,1.723,,,,1195131.9,5969339.0,349591.0,,,,,15.602146758970838,,
AK,2022,2281.0,0.0,18.0,0.0,63.6,0.0,810.9000000000001,1046.6,5285246.0,1243995.5,6002080.0,351891.0,0.00013510316423639805,0.0001743728840668568,0.0,0.02219755826859045,15.60761663378399,6.698144741950512,
AK,2023,2264.0,0.0,18.0,0.0,63.236,4.208,830.7,997.2,5361015.0,1289605.8,6024598.0,354149.0,0.00013788471861525035,0.00016552141736261906,0.0,0.021668472372697724,15.61136131312328,6.722268718845026,
AL,2015,23842.0,8926.0,2215.7,238.29999999999998,18751.0,26852.0,,,,8291792.5,88845543.0,2552741.0,,,,,18.30240994811032,,5.473530384104697
AL,2016,35245.0,7925.0,2088.7,373.4,21073.0,27833.0,,,,8436438.5,88225141.0,2574849.0,,,,,18.295402525710784,,5.922650231107622
AL,2017,31392.0,4292.0,2110.6,1315.3,1393.0,26093.0,,,,8476458.3,86241730.0,2591623.0,,,,,18.2726647252206,,7.181820055474733
AL,2018,33274.0,5702.0,2157.9,488.0,26814.0,26228.0,,,,8694404.9,90280456.0,2607911.0,,,,,18.318431560853444,,6.1903154058531475
AL,2019,35760.0,3859.71,2034.0140000000001,370.379,23427.0,26386.211,,,,8658756.1,88095112.0,2626468.0,,,,,18.293927606960846,,5.914526805700413
AL,2020,32466.0,2687.696,2112.2380000000003,347.829,22689.5,24643.084,,,,8206786.0,83395605.0,2659869.0,,,,,18.23910616809867,,5.851710979697753
AL,2021,30758.0,4253.972,2082.2960000000003,398.55,54305.258,2362.164,,,,8713441.6,85585166.0,2691639.0,,,,,18.26502253170224,,5.9878329608739325
AL,2022,32010.0,18677.636,1999.656,797.78,50283.212,1836.831,22586.5,23872.2,80420896.0,10084541.6,87027545.0,2717051.0,0.0002595327720665911,0.00027430625556540747,0.035321098886503,0.08853323888163284,18.281735235704147,10.025107661645949,6.681832870217491
AL,2023,43046.0,776.7760000000001,2023.0549999999998,44.275,55346.6,1505.5,22806.899999999998,21264.1,78012797.0,9738603.8,84880359.0,2744635.0,0.00026869466939931293,0.0002505184974535746,0.0019412984666920977,0.08870363793413397,18.25675328176153,10.03481840073778,3.790420183668897
AR,2015,47201.0,6416.0,890.5,284.1,34777.0,8582.0,,,,3804307.8000000003,46465154.0,1580234.0,,,,,17.654213213290692,,5.649326288860142
AR,2016,45477.0,59856.0,3860.8,227.2,35987.0,7040.0,,,,3753294.6,46188438.0,1595478.0,,,,,17.648240064991512,,5.4258306868469965
AR,2017,43778.0,4488.0,938.4,215.7,40574.0,4865.0,,,,3804770.1,46085951.0,1607633.0,,,,,17.646018710978694,,5.373888553395111
AR,2018,44352.0,5165.0,975.2,311.1,44236.0,6924.0,,,,3859003.9,49602708.0,1621438.0,,,,,17.719555986979,,5.740114403903592
AR,2019,43568.0,4537.525,965.044,146.695,44780.472,5293.443,,,,3952273.5,48093032.0,1630597.0,,,,,17.688647859717197,,4.988355601405174
AR,2020,42540.0,5645.5650000000005,954.39,145.403,42934.252,7689.443,,,,3815603.7,45851003.0,1647339.0,,,,,17.640907632109048,,4.979509197623844
AR,2021,40792.0,10051.96,1238.715,139.276,43584.117,8137.0,,,,4429965.399999999,48663142.0,1674284.0,,,,,17.700432463724173,,4.936457575920593
AR,2022,39822.0,8913.703,1357.852,133.865,45844.071,8449.0,13345.6,12157.5,46674114.0,4855033.2,48997663.0,1684632.0,0.000272372174158592,0.00024812407889739557,0.010030646804939456,0.10174529432921713,17.707283161059962,9.498942021487347,4.896831829432703
AR,2023,37636.0,8870.59,1090.475,169.579,46207.775,9200.939,13262.1,11323.2,45904272.0,4735966.1,48649300.0,1701942.0,0.00027260618343943286,0.0002327515503820199,0.012786738148558675,0.08222491159017048,17.700147978003564,9.492665622241208,5.1333188949366635
AZ,2015,570649.0,850998.0,603.9,543.0,0.0,3738.0,,,,7999461.2,77349416.0,3011739.0,,,,,18.163843584857887,,6.297109319933935
AZ,2016,577152.0,937276.0,2173.4,247.7,0.0,2645.0,,,,8082024.100000001,78237828.0,3051839.0,,,,,18.175263822569303,,5.512218336495314
AZ,2017,576548.0,949720.0,408.8,312.2,160.0,2857.0,,,,8259482.7,77646262.0,3093052.0,,,,,18.167673967314606,,5.743644008081332
AZ,2018,651900.0,881352.0,425.0,309.3,681.0,5432.0,,,,8500556.200000001,78346302.0,3138283.0,,,,,18.17664932718401,,5.734311679691024
AZ,2019,716741.0,997847.02,404.1,282.85,2558.0,3882.5,,,,8197120.399999999,77929170.0,3187275.0,,,,,18.171310895179168,,5.644916721789165
AZ,2020,772315.0,1038845.4,461.80600000000004,357.856,5368.8,6898.47,,,,8553103.3,81960074.0,3235165.0,,,,,18.22174278421402,,5.8801306708457775
AZ,2021,820416.0,791261.0,548.678,383.525,8719.3,7869.240000000001,,,,8711850.4,81219990.0,3296750.0,,,,,18.212671957100035,,5.949404807730837
AZ,2022,855731.0,816913.46,598.292,451.67,4677.8,9918.91,21094.5,13135.7,81499721.0,9524927.8,84196517.0,3361238.0,0.00025053886730255125,0.00015601239181901077,0.021411742397307355,0.028362464149422836,18.248664112561244,9.956767621978413,6.11295182469226
AZ,2023,146710.0,42964.185,597.296,427.605,9225.002,9851.101,22678.899999999998,13730.2,83225784.0,10470980.2,85918798.0,3420227.0,0.0002639573705395646,0.00015980437715155187,0.018854750450859614,0.02633707984073302,18.268913198869058,10.029190255783648,6.058199872253714
CA,2015,2130487.0,94447.0,4914.5,3109.4,212787.0,67302.0,,,,40284580.5,289993085.0,15596659.0,,,,,19.485367635832915,,8.04218506051564
CA,2016,2282712.0,19853.0,2698.5,1495.6,196728.0,62117.0,,,,39116326.5,286131196.0,15743677.0,,,,,19.471960990873665,,7.310282743102959
CA,2017,1901504.0,9648.0,2271.0,1439.3,190357.0,48305.0,,,,41315237.3,293582425.0,16432252.0,,,,,19.497668992558708,,7.271912163268625
CA,2018,1997361.0,24613.0,2107.4,1094.5,172857.0,54702.0,,,,42317717.3,303178968.0,17243856.0,,,,,19.52983384257189,,6.9980529169629175
CA,2019,1546067.0,4853.724999999999,1661.304,874.819,141374.858,45067.71,,,,42290064.3,317296928.0,19493512.0,,,,,19.5753485748173,,6.774017007816868
CA,2020,1552191.0,7051.819,1203.813,1039.472,115625.111,18001.626,,,,45028612.0,320898688.0,20093907.0,,,,,19.586636017570637,,6.94646817090835
CA,2021,596476.0,1339.778,1168.564,848.1880000000001,127044.03499999999,19773.761,,,,48589099.0,321866405.0,20533934.0,,,,,19.589647126113125,,6.7431023093337155
CA,2022,570685.0,2690.493,1169.639,801.5640000000001,130335.899,9136.435,83211.7,53345.6,269261425.0,56243928.0,337128362.0,21331801.0,0.0002468249764165496,0.00015823527775453078,0.009632828075859527,0.014056184406760106,19.635974311936547,11.329143241922532,6.686564819142467
CA,2023,613291.0,1524.045,1086.724,832.78,134369.563,21469.068,77581.4,53839.3,255122772.0,59555424.2,326749537.0,22113987.0,0.00023743384829953102,0.00016477238344181648,0.01073427393679413,0.014007532733361347,19.60470449348214,11.259082986719248,6.724769501642549
CN,2022,,,,,,,1719.0,3185.2,7138712.0,,,,,,,,,7.449498005382849,
CN,2023,,,,,,,1670.0,3255.0,8332804.0,,,,,,,,,7.4205789054108005,
CO,2015,22620.0,97.0,524.8,511.7,36276.0,7810.0,,,,5380050.2,54116046.0,2607518.0,,,,,17.8066412987309,,6.237738515811046
CO,2016,23659.0,22.0,507.5,21.6,33711.0,10142.0,,,,5386258.8,54802037.0,2643315.0,,,,,17.819237922760248,,3.0726933146901194
CO,2017,28505.0,63.0,477.9,459.4,33504.0,6206.0,,,,5476216.3,54830186.0,2675278.0,,,,,17.81975143967796,,6.129921290254998
CO,2018,17562.0,1575.0,499.70000000000005,208.8,34414.0,6364.0,,,,5655389.1,56450480.0,2719066.0,,,,,17.848874351623884,,5.341376856008484
CO,2019,212953.0,155.829,454.733,252.316,33192.6,6370.806,,,,5750431.4,56520823.0,2765160.0,,,,,17.850119676891854,,5.530682270203845
CO,2020,216962.0,514.127,572.5889999999999,19.337,33013.535,6945.370999999999,,,,5756867.699999999,56050264.0,2800085.0,,,,,17.841759417551636,,2.962020359068455
CO,2021,221838.0,2495.709,623.7570000000001,248.335,36750.104999999996,7308.744999999999,,,,6141929.0,56351209.0,2846998.0,,,,,17.847114253410673,,5.514778641098324
CO,2022,232183.0,5530.255,720.825,563.391,38590.145,8930.075,21297.2,16960.6,57095541.0,6667389.3,56763041.0,2886495.0,0.0003751948384865427,0.00029879653558377887,0.026453759179610462,0.03384599853501869,17.854395985283247,9.966330887657437,6.333973880873785
CO,2023,229902.0,2338.29,920.1320000000001,741.9300000000001,35806.75,7826.826,22246.8,16663.0,56789982.0,6536529.899999999,55565819.0,2930160.0,0.0004003684351345564,0.0002998785998277106,0.03334996493877772,0.04136019562364026,17.833078803987544,10.009953457026548,6.609254899094477
CT,2015,215.0,0.0,168.0,113.0,1701.0,874.0,,,,5238864.1,46474520.0,2175901.0,,,,,17.65441476338504,,4.727387818712341
CT,2016,113.0,0.0,102.5,36.1,1494.0,1827.0,,,,4988800.1,45477438.0,2163584.0,,,,,17.63272689280605,,3.586292865338835
CT,2017,78.0,0.0,83.8,40.7,1737.0,2327.0,,,,4937798.3,43752734.0,2133324.0,,,,,17.594064660243962,,3.7062280924485496
CT,2018,78.0,0.0,84.7,39.7,895.0,1102.0,,,,5309388.8,43868805.0,2108721.0,,,,,17.59671403319993,,3.681351187693145
CT,2019,4484.0,0.0,20.413,15.651,830.202,648.993,,,,5205509.2,42135824.0,2085070.0,,,,,17.556408863185812,,2.7505348127083655
CT,2020,15026.0,0.0,79.979,62.989,2390.116,1948.343,,,,5187720.0,40074583.0,2103576.0,,,,,17.506252850916045,,4.14296010797202
CT,2021,15932.0,0.0,114.957,76.284,3665.631,2220.448,,,,5082426.6,40683653.0,2000155.0,,,,,17.521336923539742,,4.334463217742272
CT,2022,26714.0,0.0,137.994,90.848,5578.855,2615.191,8175.1,6043.0,24117825.0,5852195.0,39132365.0,1909302.0,0.00020890891720957833,0.00015442460479963324,0.01111276926276131,0.016879793519345328,17.48246043192064,9.00884822810654,4.509187780290561
CT,2023,34481.0,0.0,139.488,106.728,5663.037,2985.166,7995.1,6209.0,22826602.0,6468046.600000001,39425365.0,2033258.0,0.00020279076680710504,0.00015748744494819514,0.013349176370526947,0.01744668609523333,17.48991994885549,8.986584133007218,4.670283541876505
DC,2015,25385.0,133.0,19.0,19.0,999.0,1239.0,,,,1362386.3,19341390.0,310422.0,,,,,16.777757917175126,,2.9444389791664403
DC,2016,25385.0,133.0,19.0,19.0,999.0,1239.0,,,,1336629.2,19738119.0,332096.0,,,,,16.79806229867555,,2.9444389791664403
DC,2017,25386.0,2500.0,20.8,20.8,888.0,847.0,,,,1287800.6,18936098.0,343058.0,,,,,16.756580605489983,,3.0349529867072724
DC,2018,25251.0,272.0,20.7,20.7,921.0,856.0,,,,1366728.7,19561542.0,356175.0,,,,,16.78907605381951,,3.0301337002713233
DC,2019,25268.0,272.0,20.7,20.7,927.0,619.0,,,,1353654.9,18935762.0,359589.0,,,,,16.756562861444667,,3.0301337002713233
DC,2020,25133.0,0.0,20.6,20.6,928.0,684.0,,,,1164386.3,16714366.0,368522.0,,,,,16.631779147113985,,3.0252910757955354
DC,2021,25530.0,107.0,20.9,20.9,920.0,916.0,,,,1291652.5,17099169.0,375266.0,,,,,16.654540423800814,,3.039749158970765
DC,2022,25187.0,15.681,20.662,20.662,915.6,611.223,5053.0,4222.5,11722929.0,1529685.0,16712667.0,380138.0,0.00030234552031701466,0.0002526526735678991,0.0040890560063328715,0.0040890560063328715,16.63167749286298,8.527737405291909,3.0282962644272535
DC,2023,25069.0,15.681,20.662,20.662,907.722,726.026,5094.0,3980.5,10872527.0,1630136.7,16301992.0,383715.0,0.00031247715003172616,0.00024417261399711153,0.004056144483706321,0.004056144483706321,16.606797866899086,8.535818655539403,3.0282962644272535
DE,2015,80731.0,1787.0,65.10000000000001,62.800000000000004,712.0,4591.0,,,,1284640.7,15853966.0,506235.0,,,,,16.578930247807744,,4.1399550734741535
DE,2016,270983.0,2083.0,77.4,72.4,1162.0,5204.0,,,,1248963.2,15526721.0,513180.0,,,,,16.558073033102183,,4.282206299391671
DE,2017,286047.0,1213.0,183.9,155.9,1629.0,1693.0,,,,1213568.5999999999,15373791.0,522381.0,,,,,16.548174734418687,,5.049214776063731
DE,2018,262354.0,1214.0,138.0,136.6,968.0,1472.0,,,,1242239.4,16103475.0,526379.0,,,,,16.59454564517423,,4.91705694713669
DE,2019,266120.0,1214.796,162.987,148.406,1674.42,1292.0,,,,1206867.6,15629177.0,533871.0,,,,,16.564650045860976,,4.999951761182805
DE,2020,303610.0,0.49,109.616,102.065,720.47,1383.0,,,,1139691.0,15185902.0,545814.0,,,,,16.53587805542223,,4.625609865225547
DE,2021,256550.0,1110.116,127.062,116.244,1981.62,219.0,,,,1205612.5,15581702.0,555237.0,,,,,16.56160783505908,,4.755691430232249
DE,2022,219727.0,463.51,202.526,145.702,638.121,1453.0,4838.0,4185.3,9961761.0,1364982.5,15095545.0,558004.0,0.0003204919067181741,0.0002772539845364974,0.03011616370400992,0.04186151302190988,16.529910225141737,8.484256691169973,4.981563439942911
DE,2023,310692.0,99.452,467.115,94.312,2111.358,1646.23,4831.8,4269.6,9213348.0,1423532.3,14801479.0,566270.0,0.00032644035099465397,0.0002884576602108479,0.01951901982697959,0.0966751521172234,16.510237666173865,8.482974348029554,4.546608434989826
FL,2015,1335881.0,48462.0,3651.5,608.5,237469.0,54193.0,,,,24719442.900000002,235599398.0,10166667.0,,,,,19.277643454560174,,6.410996912427582
FL,2016,1313484.0,62426.0,3655.9,597.9,213304.0,54776.0,,,,23348418.3,235721822.0,10370275.0,,,,,19.2781629474137,,6.393423515886859
FL,2017,1267416.0,43733.0,3489.2,456.4,189536.0,50714.0,,,,24286138.7,233154549.0,10529937.0,,,,,19.267212092072658,,6.123369617987921
FL,2018,1231335.0,41868.0,3461.9,491.9,213607.0,49523.0,,,,24613583.599999998,238565391.0,10673910.0,,,,,19.2901540068139,,6.198275443801294
FL,2019,1227182.0,42531.249,3136.952,246.03,218834.52000000002,42956.82,,,,25103431.3,240347955.0,10830329.0,,,,,19.297598243842835,,5.505453479716429
FL,2020,1219191.0,43346.678,1512.493,246.034,216510.18300000002,40222.33,,,,24394219.0,242440171.0,11010395.0,,,,,19.306265520376265,,5.505469737764163
FL,2021,1227336.0,54431.422000000006,1888.9759999999999,242.406,219322.505,30591.37,,,,25764326.4,241562082.0,11213090.0,,,,,19.302637066343483,,5.490614006364069
FL,2022,1211730.0,52630.182,2922.029,206.772,224177.07,32469.435,58891.1,50684.799999999996,248864390.0,31129148.5,248820803.0,11372598.0,0.0002366807730300589,0.00020370000976164358,0.0035110908099865684,0.04961749738075873,19.33224352867795,10.983445254657019,5.331616736948963
FL,2023,1191454.0,53134.486,2933.065,88.456,211907.93,32430.607,62188.0,50608.8,250800969.0,33953369.9,250940214.0,11541551.0,0.00024781998472353257,0.00020167672288667134,0.0014223966038464013,0.04716448510966746,19.34072527748896,11.03791733406963,4.482505253240101
GA,2015,225602.0,4510.0,649.0,194.89999999999998,14383.0,2464.0,,,,13069829.600000001,135878215.0,4772845.0,,,,,18.727269564579263,,5.272486606513515
GA,2016,168147.0,4970.0,682.3,218.3,13529.0,2877.0,,,,13239690.1,138112239.0,4829627.0,,,,,18.743577238638004,,5.385870263555899
GA,2017,164251.0,3495.0,644.3,192.8,11294.0,2585.0,,,,13114685.3,133456620.0,4892947.0,,,,,18.709287039178673,,5.261653382176445
GA,2018,311095.0,2162.0,772.9,185.5,12262.0,2797.0,,,,13452927.8,139866074.0,4956555.0,,,,,18.756195908440407,,5.22305488204749
GA,2019,302126.0,5203.35,689.365,250.74,12396.661,2563.922,,,,13739612.3,139300990.0,5020634.0,,,,,18.752147545688167,,5.524416545687879
GA,2020,331535.0,3410.629,1437.9569999999999,296.071,11842.002999999999,8670.125,,,,13247089.0,133470142.0,5103474.0,,,,,18.709388355359263,,5.690599290425948
GA,2021,333712.0,2700.4809999999998,1392.273,258.625,10981.782,9549.138,,,,14333226.0,137363952.0,5184829.0,,,,,18.73814454525202,,5.555379136065707
GA,2022,331246.0,3690.443,1382.4460000000001,700.656,10807.723,9196.22,52892.6,52839.9,140706337.0,17406358.0,145035204.0,5280612.0,0.00036468801050536665,0.00036432465044831464,0.013246767978885514,0.026136850901638416,18.792487057123942,10.8760187214829,6.552017039056332
GA,2023,293407.0,4770.841,1418.844,281.83,9516.133,8745.280999999999,53024.4,44597.1,139179439.0,15710905.2,142028831.0,5338141.0,0.00037333546736014465,0.0003140003313834217,0.005315100218012839,0.0267583225835653,18.771540630167944,10.878507463951607,5.64130405227947
HI,2015,36008.0,1792.0,35.2,0.2,3866.0,1386.0,,,,2488769.0,9511352.0,489710.0,,,,,16.06799659055783,,-1.6094379124341003
HI,2016,36160.0,591.0,33.5,0.2,4000.0,1342.0,,,,2254425.8,9445389.0,492578.0,,,,,16.061037243882232,,-1.6094379124341003
HI,2017,34055.0,791.0,32.6,0.2,3341.0,1352.0,,,,2428989.0,9324201.0,494970.0,,,,,16.048123836176988,,-1.6094379124341003
HI,2018,33831.0,1552.0,34.4,2.7,4305.0,1206.0,,,,2725018.1,9337161.0,496741.0,,,,,16.049512802543276,,0.9932517730102834
HI,2019,33514.0,929.85,34.8,1.7,3834.891,1010.0,,,,2714942.2,9452887.0,499053.0,,,,,16.061830755458995,,0.5306282510621704
HI,2020,34162.0,572.942,35.913000000000004,0.0,3528.4759999999997,1129.2530000000002,,,,2423237.8,8796761.0,502552.0,,,,,15.989894143512897,,
HI,2021,36737.0,1732.241,35.522999999999996,0.0,3587.042,1117.788,,,,2708220.9,8936482.0,504287.0,,,,,16.005652557399163,,
HI,2022,32501.0,2977.881,34.047,0.0,3294.097,1180.17,1513.5,1483.8,8812008.0,3590349.3000000003,9039115.0,505812.0,0.00016743895834935168,0.00016415323845310077,0.0,0.022495540138751238,16.017071829345927,7.322180128461773,
HI,2023,33807.0,3642.792,33.088,0.0,4277.372,1103.773,1513.3,1438.2,8693061.0,3445841.6,8927252.0,507133.0,0.0001695146501969475,0.0001611022070397475,0.0,0.021864798784114188,16.004619178731367,7.32204797569298,
IA,2015,160082.0,631.0,711.4,117.0,40222.0,3250.0,,,,3935801.6999999997,47147293.0,1591789.0,,,,,17.668787152882324,,4.762173934797756
IA,2016,165496.0,1465.0,860.6,595.4,45019.0,3327.0,,,,4142679.6999999997,48431193.0,1602439.0,,,,,17.69565464756765,,6.389233448581676
IA,2017,161874.0,1741.0,751.0,427.8,43966.0,4751.0,,,,4272972.4,48921997.0,1621288.0,,,,,17.705737689699856,,6.0586557966483054
