state,year,dr_customers,dr_energy_savings_mwh,dr_potential_peak_mw,dr_actual_peak_mw,dr_customer_incentives_kusd,dr_other_costs_kusd,summer_peak_mw,winter_peak_mw,sales_to_ultimate_customers_mwh,sales_total_revenue_kusd,sales_total_mwh,sales_total_customers,summer_peak_per_mwh,winter_peak_per_mwh,dr_actual_peak_share_of_summer_peak,dr_potential_peak_share_of_summer_peak,log_sales_total_mwh,log_summer_peak_mw,log_dr_actual_peak_mw
OR,2018,18681.0,177.0,44.2,28.3,1195.0,4427.0,,,,4363561.7,51920022.0,2013621.0,,,,,17.76521505408883,,3.342861804649192
OR,2019,121965.0,177.0,89.127,65.621,1979.172,10319.914,,,,4438289.8,53076552.0,2030099.0,,,,,17.787245806765256,,4.183895766673164
OR,2020,117670.0,0.0,1088.56,79.493,2538.433,8479.916,,,,4501783.3,53797756.0,2051838.0,,,,,17.80074231422495,,4.3756689674691644
OR,2021,157791.0,0.0,154.893,60.22,3613.0,7291.135,,,,4847374.3,57077667.0,2075040.0,,,,,17.859923477277903,,4.0980045230535875
OR,2022,167065.0,0.0,168.42999999999998,9.0,4632.6,6559.61,27811.6,28506.7,95934429.0,5216790.0,59359888.0,2098091.0,0.00046852514276981113,0.00048023507052439185,0.00032360597736196407,0.006056106085230622,17.899129270029167,10.233208478834452,2.1972245773362196
OR,2023,174273.0,0.0,167.28,16.0,474.664,1064.306,28422.8,28333.0,96918740.0,5981538.1,61014831.0,2115218.0,0.00046583428216002103,0.0004643625088464147,0.0005629283532938346,0.00588541593368704,17.92662752373354,10.254946918965588,2.772588722239781
PA,2015,69649.0,869.0,102.9,101.5,6762.0,1464.0,,,,15094853.6,244643590.0,8045278.0,,,,,19.315312974661293,,4.620058798481842
PA,2016,64010.0,200.0,64.3,63.3,3160.0,3222.0,,,,14806260.2,243713855.0,8131867.0,,,,,19.311505369667113,,4.147885329150131
PA,2017,139245.0,3872.0,768.2,445.5,4042.0,11912.0,,,,14481196.6,240494571.0,8138540.0,,,,,19.298208073450724,,6.099197246910864
PA,2018,381139.0,164431.0,691.1,615.2,6113.0,10495.0,,,,15045455.2,248130672.0,8077388.0,,,,,19.3294660685903,,6.421947418191435
PA,2019,378037.0,163347.9,615.952,557.275,7630.445,12445.824,,,,14281863.6,240594185.0,7996370.0,,,,,19.298622192467977,,6.3230588344269965
PA,2020,346366.0,154508.4,584.886,499.12,4860.093,11741.357,,,,13549240.799999999,228374619.0,7957355.0,,,,,19.24649790435235,,6.212846547802531
PA,2021,45080.0,0.0,45.0,43.0,0.0,3196.233,,,,14288772.8,232615422.0,7870365.0,,,,,19.264897098516435,,3.7612001156935624
PA,2022,42567.0,0.0,42.446,42.446,0.0,2879.043,28735.8,29242.8,133141613.0,17209233.8,232021290.0,7773906.0,0.0001238498415382485,0.00012603498584117,0.0014771121736649058,0.0014771121736649058,19.26233969266161,10.265899011166793,3.7482326798134493
PA,2023,42568.0,0.0,42.646,42.446,0.0,3082.579,27991.0,27268.3,124781915.0,17435877.4,224675617.0,7793409.0,0.00012458405755707796,0.00012136742012374222,0.001516415990854203,0.0015235611446536388,19.23016821769388,10.239638308916676,3.7482326798134493
RI,2015,,,,,,,,,,1303970.0,10769163.0,546350.0,,,,,16.1921973302351,,
RI,2016,,,,,,,,,,1224972.2,11024956.0,561017.0,,,,,16.215671988359514,,
RI,2017,,,,,,,,,,1212716.1,10832404.0,567900.0,,,,,16.19805257033676,,
RI,2018,,,,,,,,,,1372759.3,11056912.0,569127.0,,,,,16.21856631073371,,
RI,2019,,,,,,,,,,1358809.4,10676837.0,569884.0,,,,,16.18358718658329,,
RI,2020,,,,,,,,,,1362926.3,10602735.0,562526.0,,,,,16.176622544669076,,
RI,2021,,,,,,,,,,1364268.6,10662616.0,564271.0,,,,,16.1822543499726,,
RI,2022,,,,,,,2306.2,1533.8000000000002,6314570.0,1462184.5,10822650.0,558276.0,0.00021309013966080395,0.00014172129746411463,,,16.197151718216084,7.743356427337016,
RI,2023,,,,,,,2148.8,1626.6,5854092.0,1578512.7,11039731.0,613189.0,0.00019464242380543513,0.0001473405466129564,,,16.21701123257434,7.672664825768973,
SC,2015,162122.0,11231.0,1237.3999999999999,252.0,66483.0,14082.0,,,,7792174.600000001,81328246.0,2547979.0,,,,,18.214003943452756,,5.529429087511423
SC,2016,137077.0,4301.0,1178.8,67.2,91700.0,5235.0,,,,7788224.5,79577550.0,2583254.0,,,,,18.192242575859332,,4.207673247529104
SC,2017,144236.0,15231.0,1239.3,70.0,120793.0,6808.0,,,,7782586.4,78096757.0,2629010.0,,,,,18.173459090260202,,4.248495242049359
SC,2018,93091.0,14992.0,1094.7,749.1999999999999,114379.0,6023.0,,,,7891240.5,81641138.0,2671366.0,,,,,18.217843835054236,,6.619005970569933
SC,2019,157677.0,1766.78,1355.3020000000001,76.888,120257.891,5667.263,,,,8035727.2,80205620.0,2719891.0,,,,,18.200104145194587,,4.342349817520983
SC,2020,174217.0,1352.19,1270.0140000000001,64.959,109478.099,5405.52,,,,7596719.7,76737176.0,2776022.0,,,,,18.155896842522953,,4.173756301646263
SC,2021,163466.0,1753.85,1208.171,58.863,119548.683,5625.518,,,,7947387.0,79792136.0,2832360.0,,,,,18.19493551119811,,4.075212709906074
SC,2022,168391.0,20067.097,1280.678,712.341,117758.173,8208.309,19599.9,21665.2,53773499.0,8884763.4,82758432.0,2879866.0,0.00023683266497847617,0.0002617884302109542,0.036344114000581636,0.06534104765840643,18.231436464311237,9.883279743164778,6.568556729344641
SC,2023,172123.0,2011.858,1463.617,93.733,99058.231,9993.553,20190.2,18532.7,53361991.0,8523180.700000001,81202185.0,2932708.0,0.00024864109260114124,0.00022822908028891095,0.004642499826648572,0.07249145625105248,18.212452713636864,9.912952617151827,4.5404503150743105
SD,2015,30413.0,1022.0,152.7,105.6,4006.0,2196.0,,,,1146219.5,12101979.0,461994.0,,,,,16.308879550912526,,4.659658371272161
SD,2016,30979.0,1076.0,168.5,125.3,2938.0,2089.0,,,,1192775.8,12129530.0,466783.0,,,,,16.31115353326106,,4.8307108619020225
SD,2017,32129.0,1136.0,203.0,117.4,3021.0,2025.0,,,,1237570.0999999999,12313675.0,471719.0,,,,,16.32622099138127,,4.765586907393996
SD,2018,33484.0,1175.0,211.8,131.0,3099.0,2055.0,,,,1281529.7,12856938.0,476179.0,,,,,16.369394145778955,,4.875197323201151
SD,2019,35956.0,1313.887,216.921,129.784,2980.168,2385.606,,,,1281412.3,12868931.0,481355.0,,,,,16.37032651473946,,4.865871530108098
SD,2020,31326.0,144.76,173.887,108.25999999999999,2975.5170000000003,2231.558,,,,1276994.0,12695845.0,485877.0,,,,,16.356785332544227,,4.6845357413688316
SD,2021,32581.0,122.702,174.856,126.932,2056.596,985.065,,,,1360062.5,13041391.0,491795.0,,,,,16.383638780552893,,4.843651509992251
SD,2022,33471.0,227.811,179.263,148.05599999999998,2054.641,1047.051,4235.7,4161.1,11603857.0,1405473.5,13467064.0,499716.0,0.0003145228982352798,0.0003089834577158021,0.03495431687796586,0.04232193025946125,16.415757558778502,8.35130388268359,4.997590580575447
SD,2023,32752.0,129.001,93.291,60.466,1432.442,547.0029999999999,4334.3,3976.7,11740378.0,1416288.5,13505999.0,507833.0,0.0003209166534071267,0.0002944395301672982,0.013950580255173846,0.021523890824354564,16.418644515075755,8.374315399820684,4.102081223593823
TN,2015,1079.0,6355.0,974.9,270.4,25129.0,2550.0,,,,9263372.6,99632108.0,3260708.0,,,,,18.416995040082863,,5.599902344168809
TN,2016,1091.0,6045.0,641.0,440.0,24405.0,3216.0,,,,9299077.8,100758439.0,3293512.0,,,,,18.428236517069845,,6.0867747269123065
TN,2017,1060.0,7502.0,973.9,471.3,4954.0,4929.0,,,,9185018.0,97239885.0,3333187.0,,,,,18.39269152477061,,6.155494833929685
TN,2018,1005.0,7668.0,819.0,478.0,27553.0,3312.0,,,,9861199.7,102911183.0,3375569.0,,,,,18.449376873227692,,6.169610732491456
TN,2019,1021.0,6469.0,680.0,308.0,24679.0,2968.0,,,,9677834.5,99829100.0,3413429.0,,,,,18.418970281945917,,5.730099782973574
TN,2020,1020.0,6602.0,624.9,416.3,25486.0,2863.0,,,,9045651.7,95003888.0,3433086.0,,,,,18.369428375043146,,6.03140615420093
TN,2021,1085.0,4758.0,499.5,443.8,28714.0,1136.0,,,,9738253.1,99621137.0,3537456.0,,,,,18.416884918915088,,6.095374010498493
TN,2022,1079.0,19138.0,758.3,652.4,33540.0,1132.0,52498.9,56000.8,116047361.0,11124332.4,102112051.0,3587705.0,0.0005141303057363915,0.0005484249846279162,0.012426927040376083,0.014444112162350068,18.441581307511566,10.868547495979259,6.4806578707468585
TN,2023,1177.0,2871.0,722.0,246.0,35321.0,1050.0,52923.5,44315.4,112576286.0,10588538.0,99046005.0,3639435.0,0.0005343325053847452,0.0004474223872027953,0.004648218655228774,0.013642332801118595,18.411094997130363,10.876602753608037,5.5053315359323625
TX,2015,329517.0,6774.0,787.8,581.9,19341.0,3887.0,,,,34124299.7,392337354.0,11849725.0,,,,,19.78763262459229,,6.366298611662624
TX,2016,347429.0,10580.0,867.1,639.9,31990.0,4751.0,,,,33588069.1,398661809.0,12074534.0,,,,,19.803624018949897,,6.461311914145415
TX,2017,366016.0,10159.0,951.3,701.0,32003.0,4411.0,,,,33677746.7,401880374.0,12439066.0,,,,,19.811665025184013,,6.55250788703459
TX,2018,296882.0,22989.0,1035.6,756.9,34433.0,3638.0,,,,35993641.1,424418628.0,12865651.0,,,,,19.866230856295047,,6.6292311443151215
TX,2019,675992.0,28796.214,953.667,667.929,30683.779000000002,4607.426,,,,36910421.9,429343404.0,13136180.0,,,,,19.877767632207103,,6.504181880462587
TX,2020,698164.0,58442.853,1020.198,669.821,26046.11,3849.514,,,,35705756.8,426863267.0,13319015.0,,,,,19.871974302113635,,6.5070105125112
TX,2021,715537.0,59211.648,979.69,684.192,27481.66,3949.259,,,,39797332.7,435627878.0,13660929.0,,,,,19.89229894605695,,6.52823857998757
TX,2022,757627.0,89606.646,1039.383,773.78,30446.517,4173.897,100722.2,94338.5,549311366.0,48285041.9,475401192.0,13960246.0,0.00021186779018425347,0.0001984397632726171,0.007682318297257208,0.010319303986608713,19.979669620249446,11.520121511212007,6.65128759546043
TX,2023,743269.0,108910.35,950.476,717.924,31655.71,4419.048,106402.6,93003.1,567304380.0,49471099.800000004,492820385.0,14191104.0,0.00021590543581106127,0.0001887160166883113,0.006747241138844351,0.008932826829419581,20.01565533499363,11.574985291681351,6.576363713863589
UT,2015,103521.0,0.0,108.5,95.0,2621.0,2623.0,,,,2579467.6,30192350.0,1152720.0,,,,,17.223099138998105,,4.553876891600541
UT,2016,108422.0,0.0,259.5,122.6,2258.0,2961.0,,,,2631611.0,30179534.0,1175934.0,,,,,17.22267457049557,,4.808927023502111
UT,2017,108634.0,0.0,265.0,123.2,2260.0,2296.0,,,,2631505.3,30589021.0,1200000.0,,,,,17.2361517116921,,4.81380905109942
UT,2018,105772.0,68.0,265.8,128.7,2184.0,2785.0,,,,2565209.5,31242408.0,1230882.0,,,,,17.25728696063101,,4.857484114602081
UT,2019,93293.0,41.05,243.43,123.80000000000001,3495.293,2754.819,,,,2565332.8,31142565.0,1258571.0,,,,,17.254086090920104,,4.818667360250496
UT,2020,92035.0,261.0,277.8,263.096,3581.552,3138.75,,,,2619451.6,31663157.0,1289251.0,,,,,17.270664323175485,,5.5725189845859395
UT,2021,94200.0,245.283,292.561,273.22900000000004,3776.353,2481.347,,,,2726417.9,32677627.0,1326298.0,,,,,17.302201212100513,,5.610310271404335
UT,2022,94162.0,334.357,334.711,288.00800000000004,6771.988,3975.8779999999997,2698.1000000000004,1842.1,5730075.0,2937782.9,33365501.0,1360219.0,8.086496288486723e-05,5.5209720962979095e-05,0.10674474630295393,0.12405433453170749,17.323033019942162,7.900303100573047,5.662988257527928
UT,2023,97229.0,368.7,318.343,302.17100000000005,6319.494,5989.583,2797.1,1946.5,5673827.0,3012476.0,33343537.0,1397331.0,8.388732125209152e-05,5.8377130176681616e-05,0.1080301026062708,0.11381180508383684,17.32237451844215,7.936338445154914,5.710993082295451
VA,2015,241403.0,980.0,325.8,198.3,6050.0,7890.0,,,,10425468.0,112256095.0,3764232.0,,,,,18.53629338155351,,5.28978103552575
VA,2016,199384.0,1686.0,447.0,242.5,5826.0,7762.0,,,,10210867.700000001,112912086.0,3797631.0,,,,,18.542120073877552,,5.491001710377538
VA,2017,186898.0,1931.0,411.1,199.2,5065.0,4234.0,,,,10234061.6,112112762.0,3824537.0,,,,,18.535015726344007,,5.294309345150498
VA,2018,189253.0,1890.0,312.1,107.3,5567.0,5334.0,,,,11204474.7,118942824.0,3866404.0,,,,,18.59415346502459,,4.675628649636653
VA,2019,178365.0,1844.748,307.746,132.68,4741.591,17704.442,,,,11270978.4,120040968.0,3902672.0,,,,,18.6033436424826,,4.887940214078852
VA,2020,167876.0,996.63,260.467,165.17700000000002,4287.021,17548.174,,,,10739813.4,121683632.0,3948451.0,,,,,18.616935054253542,,5.107017626212555
VA,2021,156660.0,841.0699999999999,201.828,132.722,3742.698,4661.0470000000005,,,,11449573.5,133363458.0,3998018.0,,,,,18.708588725884677,,4.888256715087515
VA,2022,129126.0,1146.031,183.467,101.347,5984.8369999999995,18466.429,24204.100000000002,26382.7,121906650.0,14215045.6,141121901.0,4024917.0,0.0001715120036542025,0.0001869497208657925,0.004187183163183096,0.007579996777405481,18.765134620937012,10.094277319282181,4.618550272065237
VA,2023,87036.0,1081.493,149.98,113.044,5623.579,1637.535,25620.5,23169.1,124967319.0,14127919.100000001,140665430.0,4061458.0,0.00018213785718353115,0.00016471068975511607,0.0044122480045276245,0.005853906051794461,18.761894791824336,10.151148091263414,4.727777123454389
VT,2015,15960.0,0.0,19.0,14.7,709.0,0.0,,,,795352.1,5521109.0,365901.0,,,,,15.524089303871513,,2.6878474937846906
VT,2016,15539.0,0.0,19.0,15.0,686.0,0.0,,,,797870.7000000001,5516450.0,368070.0,,,,,15.523245095423485,,2.70805020110221
VT,2017,15389.0,0.0,20.0,4.1,444.0,0.0,,,,791895.7000000001,5423662.0,370245.0,,,,,15.506281791026451,,1.410986973710262
VT,2018,16427.0,0.0,30.6,20.1,1435.0,0.0,,,,837032.0,5530948.0,372379.0,,,,,15.525869787377747,,3.0007198150650303
VT,2019,17086.0,0.0,32.3,27.36,1478.0,0.0,,,,833822.9,5427664.0,374742.0,,,,,15.507019396768172,,3.3090820927543496
VT,2020,17890.0,0.0,31.36,27.74,1372.0,0.0,,,,870587.1,5331458.0,376754.0,,,,,15.48913530470138,,3.3228754148866853
VT,2021,18413.0,0.0,45.39,22.99,1120.6,0.0,,,,884485.5,5412696.0,380095.0,,,,,15.504257863108359,,3.1350593387750902
VT,2022,19009.0,0.0,50.68,0.0,604.4,0.0,826.5,843.8,4984080.0,929630.8,5470471.0,382685.0,0.00015108388290514655,0.0001542463162678314,0.0,0.06131881427707199,15.514875276724158,6.717199917261079,
VT,2023,20282.0,0.0,57.74,31.31,1214.0,0.0,797.5,860.7,4886635.0,940413.1,5364023.0,385147.0,0.00014867572342624184,0.00016045792495669763,0.039260188087774296,0.0724012539184953,15.495224811219405,6.6814818346589995,3.443937535338314
WA,2015,,,,,,,,,,6669083.9,92129170.0,3340040.0,,,,,18.338702172035525,,
WA,2016,,,,,,,,,,6827186.6,90970890.0,3382680.0,,,,,18.32605012319548,,
WA,2017,,,,,,,,,,7298543.8,94257134.0,3446550.0,,,,,18.36153707373557,,
WA,2018,,,,,,,,,,7200448.6,92034518.0,3488540.0,,,,,18.3376742602972,,
WA,2019,,,,,,,,,,7324780.7,93374817.0,3542253.0,,,,,18.352132241575976,,
WA,2020,0.0,0.0,0.0,0.0,0.0,0.0,,,,7225703.0,88926516.0,3584886.0,,,,,18.303320923727696,,
WA,2021,266.0,0.0,0.165,0.154,12.908,109.677,,,,7717811.8,90444912.0,3641182.0,,,,,18.320251516150403,,-1.870802676568508
WA,2022,575.0,0.0,0.165,0.154,21.0,78.0,16030.3,19479.8,85548547.0,8227284.8,93198031.0,3698246.0,0.00017200256086955312,0.00020901514539507814,9.60680710903726e-06,1.0293007616825637e-05,18.350237152823208,9.682235960338021,-1.870802676568508
WA,2023,525092.0,60.48,24.904999999999998,18.129,1048.492,1919.481,16131.199999999999,19079.1,84455868.0,8576907.3,91823104.0,3747919.0,0.00017567691895930678,0.0002077810395083137,0.0011238469549692523,0.0015439024995040666,18.33537450148515,9.688510563888311,2.8975128660475313
WI,2015,144472.0,13507.0,1046.0,129.1,46473.0,3629.0,,,,7372300.3,68698932.0,3000210.0,,,,,18.04524421122021,,4.860587297852597
WI,2016,143994.0,17766.0,754.6,109.8,27935.0,1908.0,,,,7443497.100000001,69736338.0,3017146.0,,,,,18.060232088512784,,4.69866052907543
WI,2017,141698.0,16991.0,948.5999999999999,106.5,41406.0,1868.0,,,,7430356.9,69079109.0,3038715.0,,,,,18.0507629130704,,4.66814498514948
WI,2018,139440.0,19543.0,1200.8,441.2,37236.0,1804.0,,,,7508195.5,70959549.0,3060592.0,,,,,18.077620540252052,,6.089498287379348
WI,2019,125439.0,13898.803,726.652,140.97,31027.065,1934.789,,,,7370278.8,69157540.0,3082372.0,,,,,18.051897648453284,,4.948547101782834
WI,2020,53931.0,12785.887999999999,567.124,48.866,21798.207,1007.659,,,,7300487.1,67448361.0,3108363.0,,,,,18.026872840841705,,3.8890818581265787
WI,2021,56323.0,713.848,482.481,94.591,12857.778,1106.035,,,,7645276.8,69426615.0,3129246.0,,,,,18.055780853400073,,4.549562334111262
WI,2022,56766.0,1261.06,484.728,118.768,12085.423,1541.074,28514.3,21118.100000000002,61544395.0,8351161.4,69875871.0,3155563.0,0.0004080707630821518,0.0003022230663858201,0.004165208334063961,0.016999470441147073,18.062230954478128,10.258160994806065,4.777172010375192
WI,2023,62204.0,1881.2640000000001,560.708,117.866,14076.451000000001,2235.686,29329.7,20626.3,60481153.0,8719233.3,68563904.0,3184341.0,0.000427771732484778,0.00030083321976531556,0.004018656856360618,0.019117413406887898,18.043276773456423,10.286355933484137,4.7695483859707855
WV,2015,1021.0,1.0,176.5,176.2,0.0,0.0,,,,2620856.7,32303026.0,1014964.0,,,,,17.29067146801532,,5.171619713502079
WV,2016,1548.0,1.0,145.2,1.5,0.0,0.0,,,,2879482.0,32076146.0,1014790.0,,,,,17.283623196588433,,0.4054651081081644
WV,2017,6.0,0.0,177.0,0.0,0.0,0.0,,,,2855303.4,31709019.0,1014441.0,,,,,17.272111709422926,,
WV,2018,2408.0,54.0,179.39999999999998,2.4000000000000004,77.0,651.0,,,,2932645.6,33646813.0,1015032.0,,,,,17.33142889931711,,0.8754687373539001
WV,2019,2943.0,51.0,182.2,3.2,111.496,727.051,,,,2823180.7,33247013.0,1014453.0,,,,,17.319475486444304,,1.1631508098056809
WV,2020,2487.0,61.0,3.1999999999999997,3.1999999999999997,117.0,247.0,,,,2805954.4,32076583.0,1020492.0,,,,,17.283636820326873,,1.1631508098056809
WV,2021,2461.0,57.0,70.2,2.0,107.0,294.0,,,,2907283.2,32777988.0,1023221.0,,,,,17.30526775050663,,0.6931471805599453
WV,2022,138.0,16.0,52.800000000000004,1.5,98.0,314.0,12.7,13.7,48906.0,3213512.4,32986288.0,1024835.0,3.850084616977818e-07,4.1532408860311895e-07,0.11811023622047245,4.1574803149606305,17.311602517928897,2.5416019934645457,0.4054651081081644
WV,2023,2568.0,127.0,52.800000000000004,0.8,102.0,290.0,9.7,12.7,46282.0,3290608.0,32070687.0,1026727.0,3.0245688219899995e-07,3.9600024782755664e-07,0.08247422680412372,5.443298969072166,17.283452993329508,2.272125885509337,-0.2231435513142097
WY,2015,1179.0,65.0,16.0,4.0,56.0,0.0,,,,1349099.3,16924762.0,336471.0,,,,,16.644288314625335,,1.3862943611198906
WY,2016,1228.0,65.0,18.3,4.1,260.0,0.0,,,,1355123.9,16554870.0,337735.0,,,,,16.622190876320147,,1.410986973710262
WY,2017,1232.0,341.0,18.3,3.9,243.0,0.0,,,,1388664.0999999999,16778067.0,339370.0,,,,,16.635583055704995,,1.3609765531356006
WY,2018,1240.0,341.0,18.3,3.9,244.0,0.0,,,,1364802.5,16864678.0,341685.0,,,,,16.640731933499886,,1.3609765531356006
WY,2019,1210.0,340.8,18.14,3.9000000000000004,239.81300000000002,182.942,,,,1358430.7,16763496.0,344500.0,,,,,16.63471422315139,,1.3609765531356008
WY,2020,736.0,342.203,16.104,2.834,183.441,183.441,,,,1268547.7,15331018.0,345321.0,,,,,16.54538865438361,,1.0416891412684888
WY,2021,1199.0,336.159,17.959,3.854,237.321,180.201,,,,1301688.4,15784712.0,348236.0,,,,,16.57455243463832,,1.3491115699921747
WY,2022,,,,,,,1049.1,1232.7,4679063.0,1359180.5,16499429.0,351601.0,6.358401857421853e-05,7.47116763858919e-05,,,16.618836332211398,6.9556879327374395,
WY,2023,,,,,,,1022.7,1243.8000000000002,4850834.0,1409447.2,16790115.0,354100.0,6.0910839502886076e-05,7.407930201788374e-05,,,16.636300878345335,6.930201467811967,
